what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1524021303800
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1524021303800
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1524021303816
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1524021303816
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1524021303816
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1524021303816
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1524021303816
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1524021303816
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1524021303816
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1524021303816
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1524021303816
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1524021303816
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1524021303816
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1524021303816
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1524021303816
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1524021303816
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1524021303816
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1524021303816
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1524021303816
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1524021303816
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1524021303816
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1524021303816
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1524021303816
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1524021303816
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1524021303816
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1524021303816
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1524021303816
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1524021303816
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1524021303816
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1524021303816
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1524021303816
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1524021303816
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1524021303816
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1524021303816
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1524021303816
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1524021303816
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1524021303816
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1524021303816
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1524021303816
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1524021303816
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1524021303816
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1524021303816
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1524021303816
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1524021303816
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1524021303831
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1524021303831
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1524021303831
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1524021303831
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1524021303831
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1524021303831
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1524021303831
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1524021303831
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1524021303831
started,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1524021303831
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1524021303831
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1524021303831
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1524021303831
os,sysinfo,,,"win32",1524021303831
arch,sysinfo,,,"x86",1524021303831
ws,sysinfo,,,"win32",1524021303831
locale,sysinfo,,,"zh_CN",1524021303831
processors,sysinfo,,,"4",1524021303831
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1524021303831
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1524021303831
java.specification.name,sysinfo,,,"Java Platform API Specification",1524021303831
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1524021303831
java.specification.version,sysinfo,,,"1.6",1524021303831
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1524021303831
java.version,sysinfo,,,"1.6.0_23",1524021303831
java.vm.info,sysinfo,,,"mixed mode",1524021303831
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1524021303831
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1524021303831
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1524021303831
java.vm.specification.version,sysinfo,,,"1.0",1524021303831
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1524021303831
java.vm.version,sysinfo,,,"19.0-b09",1524021303831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021322630
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1524021397888
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1524021398029
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1524021398076
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1524021451003
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1524021451018
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1524021463567
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1524021463629
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1524021463645
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1524021463645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021492976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1524021492992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021498492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1524021515854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1524021517057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021553154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1524021553170
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1524021553545
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1524021553732
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1524021553967
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1524021554154
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1524021555873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021570219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021587673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1524021587689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021611723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021642007
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1524021692879
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1524021692879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021698489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021700130
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1524021700146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1524021700146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021703005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021703912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021705741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021741994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021745416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021747964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021747979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021748615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1524021748631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021748912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021752725
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1524021756116
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1524021756381
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1524021756506
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1524021762304
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1524021767679
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1524021767679
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1524021771164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021772821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021791369
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1524021792104
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1524021793057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021795120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021814247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021814841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021818591
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1524021820982
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1524021822780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021825264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021826686
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1524021833921
started,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1524021833921
started,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1524021836562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021836780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021843641
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1524021843687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524021846672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524027001127
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1524027004596
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1524027008972
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1524027025489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524027027224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524027028583
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1524027030412
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1524027030459
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1524027037303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524027049102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524027294380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524027300412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524027303522
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1524027303647
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1524027303787
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1524027304178
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1524027304178
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1524027304178
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1524027304178
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1524027304178
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1524027304178
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1524027304178
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1524027304178
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1524027304178
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1524027304178
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1524027304209
stopped,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1524027304209
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1524027304225
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1524027304303
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1524027304319
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1524027304319
